,Country,Year,Fossil fuels,Gas,Coal,Oil,Solar,Wind,Low-cacbon,Renewables,Hydropower
1606,Belarus,2020,"29,369 kWh","18,426 kWh","1,010 kWh","9,933 kWh",46 kWh,50 kWh,"29,369 kWh",311 kWh,109 kWh
1607,Belgium,2020,"43,689 kWh","14,702 kWh","2,418 kWh","26,569 kWh","1,161 kWh","2,912 kWh","43,689 kWh","6,239 kWh",61 kWh
1608,Brazil,2020,"8,003 kWh","1,474 kWh",765 kWh,"5,763 kWh",132 kWh,703 kWh,"8,003 kWh","7,753 kWh","4,883 kWh"
1609,Bulgaria,2020,"18,760 kWh","4,185 kWh","6,927 kWh","7,649 kWh",553 kWh,556 kWh,"18,760 kWh","3,230 kWh","1,061 kWh"
1610,Canada,2020,"63,023 kWh","29,993 kWh","3,917 kWh","29,112 kWh",297 kWh,"2,479 kWh","63,023 kWh","30,989 kWh","26,794 kWh"
1611,Chile,2020,"16,997 kWh","3,231 kWh","3,790 kWh","9,977 kWh","1,036 kWh",762 kWh,"16,997 kWh","5,928 kWh","2,956 kWh"
1612,China,2020,"24,389 kWh","2,362 kWh","16,424 kWh","5,603 kWh",481 kWh,860 kWh,"24,389 kWh","4,097 kWh","2,436 kWh"
1613,Colombia,2020,"7,145 kWh","2,577 kWh",932 kWh,"3,636 kWh",10 kWh,1 kWh,"7,145 kWh","2,920 kWh","2,570 kWh"
1614,Croatia,2020,"16,504 kWh","7,168 kWh","1,025 kWh","8,310 kWh",61 kWh,"1,103 kWh","16,504 kWh","5,800 kWh","3,630 kWh"
1615,Cyprus,2020,,,131 kWh,"21,195 kWh",627 kWh,510 kWh,,,
1616,Czechia,2020,"31,578 kWh","8,036 kWh","13,810 kWh","9,732 kWh",558 kWh,174 kWh,"31,578 kWh","3,258 kWh",535 kWh
1617,Denmark,2020,"17,727 kWh","3,987 kWh","1,598 kWh","12,142 kWh",532 kWh,"7,362 kWh","17,727 kWh","11,654 kWh",8 kWh
1618,Ecuador,2020,"6,631 kWh",314 kWh,16 kWh,"6,301 kWh",6 kWh,12 kWh,"6,631 kWh","3,744 kWh","3,633 kWh"
1619,Egypt,2020,"8,553 kWh","5,426 kWh",81 kWh,"3,046 kWh",109 kWh,128 kWh,"8,553 kWh",601 kWh,364 kWh
1620,Estonia,2020,"37,487 kWh","3,235 kWh","21,895 kWh","12,357 kWh",242 kWh,"1,667 kWh","37,487 kWh","6,731 kWh",59 kWh
1621,Finland,2020,"27,178 kWh","3,747 kWh","5,694 kWh","17,737 kWh",104 kWh,"3,770 kWh","27,178 kWh","18,843 kWh","7,544 kWh"
1622,France,2020,"18,653 kWh","6,294 kWh",811 kWh,"11,549 kWh",529 kWh,"1,619 kWh","18,653 kWh","5,581 kWh","2,514 kWh"
1623,Germany,2020,"30,700 kWh","10,453 kWh","6,179 kWh","14,068 kWh","1,560 kWh","4,163 kWh","30,700 kWh","8,730 kWh",577 kWh
1624,Greece,2020,"21,706 kWh","6,034 kWh","2,026 kWh","13,647 kWh","1,111 kWh","2,326 kWh","21,706 kWh","4,637 kWh",835 kWh
1625,Hong Kong,2020,"34,310 kWh","6,592 kWh","5,097 kWh","22,621 kWh",18 kWh,0 kWh,"34,310 kWh",109 kWh,0 kWh
1626,Hungary,2020,"21,630 kWh","10,454 kWh","2,010 kWh","9,167 kWh",662 kWh,176 kWh,"21,630 kWh","1,945 kWh",66 kWh
1627,Iceland,2020,,,0 kWh,"19,947 kWh",0 kWh,48 kWh,,"135,807 kWh","94,234 kWh"
1628,India,2020,"5,613 kWh",432 kWh,"3,376 kWh","1,805 kWh",110 kWh,114 kWh,"5,613 kWh",623 kWh,308 kWh
1629,Indonesia,2020,"6,954 kWh","1,380 kWh","2,815 kWh","2,759 kWh",2 kWh,5 kWh,"6,954 kWh",817 kWh,235 kWh
1630,Iran,2020,"37,773 kWh","27,124 kWh",245 kWh,"10,403 kWh",18 kWh,34 kWh,"37,773 kWh",750 kWh,698 kWh
1631,Iraq,2020,,"4,344 kWh",,"8,372 kWh",23 kWh,0 kWh,,280 kWh,257 kWh
1632,Ireland,2020,"27,965 kWh","10,732 kWh","2,034 kWh","15,199 kWh",33 kWh,"6,133 kWh","27,965 kWh","7,665 kWh",495 kWh
1633,Israel,2020,"31,209 kWh","12,902 kWh","5,763 kWh","12,545 kWh","1,248 kWh",18 kWh,"31,209 kWh","1,384 kWh",7 kWh
1634,Italy,2020,"22,201 kWh","11,365 kWh",996 kWh,"9,840 kWh","1,101 kWh",828 kWh,"22,201 kWh","5,562 kWh","2,103 kWh"
1635,Japan,2020,"32,880 kWh","8,314 kWh","10,146 kWh","14,420 kWh","1,576 kWh",164 kWh,"32,880 kWh","4,284 kWh","1,623 kWh"
1636,Kazakhstan,2020,"37,939 kWh","9,303 kWh","19,984 kWh","8,652 kWh",171 kWh,142 kWh,"37,939 kWh","1,651 kWh","1,337 kWh"
1637,Kuwait,2020,"91,093 kWh","41,082 kWh",82 kWh,"49,929 kWh",35 kWh,3 kWh,"91,093 kWh",,
1638,Latvia,2020,"15,930 kWh","5,657 kWh",149 kWh,"10,124 kWh",7 kWh,245 kWh,"15,930 kWh","5,605 kWh","3,604 kWh"
1639,Lithuania,2020,"21,984 kWh","8,370 kWh",639 kWh,"12,975 kWh",120 kWh,"1,445 kWh","21,984 kWh","2,941 kWh",280 kWh
1640,Luxembourg,2020,"57,252 kWh","11,462 kWh",709 kWh,"45,081 kWh",672 kWh,"1,463 kWh","57,252 kWh","6,990 kWh",382 kWh
1641,Malaysia,2020,"33,246 kWh","13,137 kWh","8,677 kWh","11,432 kWh",155 kWh,0 kWh,"33,246 kWh","2,751 kWh","2,209 kWh"
1642,Mexico,2020,"14,683 kWh","7,502 kWh",528 kWh,"6,654 kWh",330 kWh,411 kWh,"14,683 kWh","1,476 kWh",561 kWh
1643,Morocco,2020,"6,052 kWh",214 kWh,"2,121 kWh","3,717 kWh",109 kWh,329 kWh,"6,052 kWh",500 kWh,62 kWh
1644,Netherlands,2020,"50,365 kWh","20,677 kWh","2,742 kWh","26,945 kWh","1,291 kWh","2,301 kWh","50,365 kWh","5,750 kWh",7 kWh
1645,New Zealand,2020,"28,904 kWh","9,035 kWh","3,242 kWh","16,628 kWh",83 kWh,"1,196 kWh","28,904 kWh","18,480 kWh","12,592 kWh"
1646,North Macedonia,2020,"10,972 kWh","1,539 kWh","3,872 kWh","5,561 kWh",29 kWh,145 kWh,"10,972 kWh","1,850 kWh","1,589 kWh"
1647,Norway,2020,"29,221 kWh","8,200 kWh","1,669 kWh","19,353 kWh",66 kWh,"4,838 kWh","29,221 kWh","74,668 kWh","68,795 kWh"
1648,Oman,2020,"78,856 kWh","57,040 kWh",247 kWh,"21,569 kWh",122 kWh,60 kWh,"78,856 kWh",,
1649,Pakistan,2020,"3,684 kWh","1,812 kWh",800 kWh,"1,073 kWh",8 kWh,32 kWh,"3,684 kWh",511 kWh,462 kWh
1650,Peru,2020,"5,547 kWh","2,141 kWh",179 kWh,"3,228 kWh",67 kWh,143 kWh,"5,547 kWh","2,818 kWh","2,406 kWh"
1651,Philippines,2020,"4,017 kWh",343 kWh,"1,819 kWh","1,856 kWh",32 kWh,24 kWh,"4,017 kWh",548 kWh,168 kWh
1652,Poland,2020,"27,221 kWh","5,482 kWh","12,449 kWh","9,290 kWh",134 kWh,"1,080 kWh","27,221 kWh","2,293 kWh",145 kWh
1653,Portugal,2020,"17,607 kWh","5,862 kWh",639 kWh,"11,106 kWh",438 kWh,"3,136 kWh","17,607 kWh","8,175 kWh","3,081 kWh"
1654,Qatar,2020,"183,911 kWh","139,472 kWh",27 kWh,"44,413 kWh",8 kWh,0 kWh,"183,911 kWh",,
1655,Romania,2020,"13,914 kWh","5,793 kWh","2,146 kWh","5,975 kWh",234 kWh,938 kWh,"13,914 kWh","3,598 kWh","2,078 kWh"
1656,Russia,2020,"47,804 kWh","29,082 kWh","6,278 kWh","12,443 kWh",34 kWh,21 kWh,"47,804 kWh","3,915 kWh","3,831 kWh"
1657,Saudi Arabia,2020,"80,294 kWh","31,405 kWh",29 kWh,"48,861 kWh",15 kWh,0 kWh,"80,294 kWh",,
1658,Singapore,2020,"153,755 kWh","21,317 kWh",852 kWh,"131,585 kWh",131 kWh,0 kWh,"153,755 kWh",,
1659,Slovakia,2020,"22,261 kWh","8,713 kWh","4,937 kWh","8,610 kWh",319 kWh,2 kWh,"22,261 kWh","3,800 kWh","2,174 kWh"
1660,Slovenia,2020,"21,471 kWh","4,038 kWh","5,546 kWh","11,887 kWh",457 kWh,8 kWh,"21,471 kWh","7,512 kWh","6,119 kWh"
1661,South Africa,2020,"22,502 kWh",675 kWh,"17,273 kWh","4,554 kWh",255 kWh,286 kWh,"22,502 kWh",642 kWh,65 kWh
1662,South Korea,2020,"54,417 kWh","11,098 kWh","16,205 kWh","27,113 kWh",980 kWh,160 kWh,"54,417 kWh","2,108 kWh",196 kWh
1663,Spain,2020,"20,572 kWh","6,860 kWh",726 kWh,"12,986 kWh","1,146 kWh","3,130 kWh","20,572 kWh","6,717 kWh","1,692 kWh"
1664,Sri Lanka,2020,,,902 kWh,"3,219 kWh",74 kWh,42 kWh,,733 kWh,602 kWh
1665,Sweden,2020,"16,957 kWh",957 kWh,"1,826 kWh","14,175 kWh",262 kWh,"6,972 kWh","16,957 kWh","30,481 kWh","18,309 kWh"
1666,Switzerland,2020,"15,869 kWh","3,837 kWh",118 kWh,"11,914 kWh",790 kWh,44 kWh,"15,869 kWh","13,191 kWh","11,390 kWh"
1667,Taiwan,2020,"50,012 kWh","10,446 kWh","18,212 kWh","21,353 kWh",670 kWh,255 kWh,"50,012 kWh","1,524 kWh",333 kWh
1668,Thailand,2020,"17,916 kWh","6,555 kWh","2,969 kWh","8,392 kWh",185 kWh,118 kWh,"17,916 kWh","1,382 kWh",167 kWh
1669,Trinidad and Tobago,2020,"108,785 kWh","100,028 kWh",0 kWh,"8,757 kWh",10 kWh,0 kWh,"108,785 kWh",10 kWh,0 kWh
1670,Turkey,2020,"17,349 kWh","5,492 kWh","5,614 kWh","6,242 kWh",342 kWh,775 kWh,"17,349 kWh","4,086 kWh","2,438 kWh"
1671,Turkmenistan,2020,,"54,801 kWh",,"12,821 kWh",3 kWh,0 kWh,,4 kWh,1 kWh
1672,USSR,2020,,,,,,,,,
1673,Ukraine,2020,"15,506 kWh","6,682 kWh","6,051 kWh","2,774 kWh",321 kWh,195 kWh,"15,506 kWh","1,037 kWh",452 kWh
1674,United Arab Emirates,2020,"124,166 kWh","69,696 kWh","2,672 kWh","51,798 kWh","1,466 kWh",0 kWh,"124,166 kWh",,
1675,United Kingdom,2020,"21,658 kWh","10,906 kWh",945 kWh,"9,807 kWh",505 kWh,"2,961 kWh","21,658 kWh","5,878 kWh",269 kWh
1676,United States,2020,"59,288 kWh","24,793 kWh","7,609 kWh","26,887 kWh","1,032 kWh","2,669 kWh","59,288 kWh","7,710 kWh","2,211 kWh"
1677,Uzbekistan,2020,"15,468 kWh","13,000 kWh",855 kWh,"1,614 kWh",1 kWh,0 kWh,"15,468 kWh",392 kWh,392 kWh
1678,Venezuela,2020,"11,530 kWh","7,568 kWh",18 kWh,"3,943 kWh",0 kWh,2 kWh,"11,530 kWh","6,196 kWh","6,194 kWh"
1679,Vietnam,2020,"10,145 kWh",915 kWh,"6,309 kWh","2,922 kWh",295 kWh,29 kWh,"10,145 kWh","2,323 kWh","1,994 kWh"
1680,Algeria,2021,"15,874 kWh","10,798 kWh",70 kWh,"5,006 kWh",39 kWh,1 kWh,"15,874 kWh",41 kWh,1 kWh
1681,Argentina,2021,"18,365 kWh","10,145 kWh",310 kWh,"7,909 kWh",127 kWh,748 kWh,"18,365 kWh","2,400 kWh","1,136 kWh"
1682,Australia,2021,"53,517 kWh","15,396 kWh","17,455 kWh","20,666 kWh","3,149 kWh","2,705 kWh","53,517 kWh","7,923 kWh","1,609 kWh"
1683,Austria,2021,"28,916 kWh","10,103 kWh","3,355 kWh","15,458 kWh",816 kWh,"1,977 kWh","28,916 kWh","16,325 kWh","11,365 kWh"
1684,Azerbaijan,2021,"18,583 kWh","12,428 kWh",0 kWh,"6,155 kWh",14 kWh,23 kWh,"18,583 kWh",391 kWh,324 kWh
1685,Bangladesh,2021,"2,811 kWh","1,807 kWh",250 kWh,755 kWh,9 kWh,0 kWh,"2,811 kWh",20 kWh,11 kWh
1686,Belarus,2021,"30,102 kWh","19,588 kWh","1,033 kWh","9,480 kWh",46 kWh,50 kWh,"30,102 kWh",294 kWh,94 kWh
1687,Belgium,2021,"46,640 kWh","14,607 kWh","2,665 kWh","29,368 kWh","1,266 kWh","2,704 kWh","46,640 kWh","6,069 kWh",94 kWh
1688,Brazil,2021,"9,005 kWh","1,887 kWh",923 kWh,"6,194 kWh",205 kWh,883 kWh,"9,005 kWh","7,483 kWh","4,430 kWh"
1689,Bulgaria,2021,"21,785 kWh","4,795 kWh","8,845 kWh","8,144 kWh",557 kWh,545 kWh,"21,785 kWh","4,420 kWh","1,831 kWh"
1690,Canada,2021,"64,223 kWh","30,657 kWh","3,621 kWh","29,945 kWh",354 kWh,"2,384 kWh","64,223 kWh","30,462 kWh","26,252 kWh"
1691,Chile,2021,"18,505 kWh","3,500 kWh","4,161 kWh","10,844 kWh","1,443 kWh","1,024 kWh","18,505 kWh","5,958 kWh","2,426 kWh"
1692,China,2021,"25,471 kWh","2,667 kWh","17,053 kWh","5,751 kWh",600 kWh,"1,203 kWh","25,471 kWh","4,580 kWh","2,386 kWh"
1693,Colombia,2021,"7,691 kWh","2,451 kWh",611 kWh,"4,629 kWh",16 kWh,3 kWh,"7,691 kWh","3,457 kWh","3,073 kWh"
1694,Croatia,2021,"17,013 kWh","6,958 kWh","1,190 kWh","8,865 kWh",96 kWh,"1,329 kWh","17,013 kWh","7,200 kWh","4,594 kWh"
1695,Cyprus,2021,,,386 kWh,"21,743 kWh",985 kWh,518 kWh,,,
1696,Czechia,2021,"33,724 kWh","8,629 kWh","14,348 kWh","10,747 kWh",536 kWh,150 kWh,"33,724 kWh","3,320 kWh",600 kWh
1697,Denmark,2021,"19,111 kWh","4,047 kWh","2,118 kWh","12,946 kWh",585 kWh,"7,176 kWh","19,111 kWh","13,038 kWh",7 kWh
1698,Ecuador,2021,"8,065 kWh",327 kWh,31 kWh,"7,707 kWh",5 kWh,9 kWh,"8,065 kWh","3,858 kWh","3,760 kWh"
1699,Egypt,2021,"9,047 kWh","5,690 kWh",129 kWh,"3,228 kWh",122 kWh,129 kWh,"9,047 kWh",593 kWh,342 kWh
1700,Estonia,2021,"39,496 kWh","3,660 kWh","23,902 kWh","11,934 kWh",697 kWh,"1,444 kWh","39,496 kWh","6,884 kWh",45 kWh
1701,Finland,2021,"26,449 kWh","3,753 kWh","6,137 kWh","16,560 kWh",141 kWh,"3,866 kWh","26,449 kWh","20,613 kWh","7,464 kWh"
1702,France,2021,"20,213 kWh","6,670 kWh",981 kWh,"12,562 kWh",619 kWh,"1,491 kWh","20,213 kWh","5,491 kWh","2,379 kWh"
1703,Germany,2021,"32,368 kWh","10,998 kWh","7,456 kWh","13,913 kWh","1,548 kWh","3,597 kWh","32,368 kWh","8,106 kWh",617 kWh
1704,Greece,2021,"23,141 kWh","6,683 kWh","1,906 kWh","14,552 kWh","1,315 kWh","2,626 kWh","23,141 kWh","5,821 kWh","1,479 kWh"
1705,Hong Kong,2021,"32,365 kWh","6,439 kWh","5,666 kWh","20,261 kWh",18 kWh,0 kWh,"32,365 kWh",102 kWh,0 kWh
1706,Hungary,2021,"22,778 kWh","11,134 kWh","1,642 kWh","10,002 kWh","1,023 kWh",179 kWh,"22,778 kWh","2,335 kWh",57 kWh
1707,Iceland,2021,,,0 kWh,"19,431 kWh",0 kWh,43 kWh,,"137,492 kWh","97,534 kWh"
1708,India,2021,"6,074 kWh",441 kWh,"3,808 kWh","1,825 kWh",127 kWh,127 kWh,"6,074 kWh",657 kWh,298 kWh
1709,Indonesia,2021,"6,995 kWh","1,355 kWh","2,788 kWh","2,852 kWh",2 kWh,4 kWh,"6,995 kWh",877 kWh,236 kWh
1710,Iran,2021,"37,629 kWh","26,894 kWh",223 kWh,"10,512 kWh",18 kWh,34 kWh,"37,629 kWh",496 kWh,443 kWh
1711,Iraq,2021,,"3,870 kWh",,"9,174 kWh",23 kWh,0 kWh,,224 kWh,201 kWh
1712,Ireland,2021,"29,369 kWh","10,220 kWh","2,752 kWh","16,397 kWh",49 kWh,"5,130 kWh","29,369 kWh","6,623 kWh",393 kWh
1713,Israel,2021,"30,895 kWh","13,100 kWh","4,940 kWh","12,854 kWh","1,573 kWh",10 kWh,"30,895 kWh","1,694 kWh",7 kWh
1714,Italy,2021,"24,324 kWh","12,217 kWh","1,100 kWh","11,007 kWh","1,106 kWh",924 kWh,"24,324 kWh","5,399 kWh","2,005 kWh"
1715,Japan,2021,"34,030 kWh","8,315 kWh","10,990 kWh","14,725 kWh","1,940 kWh",173 kWh,"34,030 kWh","4,732 kWh","1,671 kWh"
1716,Kazakhstan,2021,"40,727 kWh","11,261 kWh","20,316 kWh","9,150 kWh",222 kWh,238 kWh,"40,727 kWh","1,716 kWh","1,255 kWh"
1717,Kuwait,2021,"97,934 kWh","46,489 kWh",177 kWh,"51,267 kWh",129 kWh,3 kWh,"97,934 kWh",,
1718,Latvia,2021,"16,870 kWh","6,184 kWh",117 kWh,"10,569 kWh",9 kWh,197 kWh,"16,870 kWh","5,756 kWh","3,781 kWh"
1719,Lithuania,2021,"22,041 kWh","7,996 kWh",775 kWh,"13,271 kWh",179 kWh,"1,279 kWh","22,041 kWh","3,132 kWh",360 kWh
1720,Luxembourg,2021,"60,810 kWh","12,184 kWh",766 kWh,"47,860 kWh",737 kWh,"1,286 kWh","60,810 kWh","6,878 kWh",437 kWh
1721,Malaysia,2021,"34,804 kWh","14,728 kWh","7,817 kWh","12,259 kWh",196 kWh,0 kWh,"34,804 kWh","3,093 kWh","2,408 kWh"
1722,Mexico,2021,"15,559 kWh","7,682 kWh",435 kWh,"7,442 kWh",417 kWh,435 kWh,"15,559 kWh","1,720 kWh",720 kWh
1723,Morocco,2021,"6,690 kWh",213 kWh,"2,304 kWh","4,173 kWh",128 kWh,360 kWh,"6,690 kWh",547 kWh,58 kWh
1724,Netherlands,2021,"50,520 kWh","19,936 kWh","3,716 kWh","26,869 kWh","1,719 kWh","2,692 kWh","50,520 kWh","6,940 kWh",13 kWh
1725,New Zealand,2021,"27,481 kWh","7,553 kWh","3,585 kWh","16,344 kWh",106 kWh,"1,348 kWh","27,481 kWh","18,425 kWh","12,362 kWh"
1726,North Macedonia,2021,"11,401 kWh","1,956 kWh","3,373 kWh","6,072 kWh",31 kWh,129 kWh,"11,401 kWh","2,048 kWh","1,806 kWh"
1727,Norway,2021,"29,179 kWh","7,804 kWh","1,812 kWh","19,563 kWh",85 kWh,"5,699 kWh","29,179 kWh","76,149 kWh","69,397 kWh"
1728,Oman,2021,"86,607 kWh","61,867 kWh",216 kWh,"24,523 kWh",485 kWh,69 kWh,"86,607 kWh",,
1729,Pakistan,2021,"4,031 kWh","1,940 kWh",868 kWh,"1,224 kWh",8 kWh,39 kWh,"4,031 kWh",482 kWh,426 kWh
1730,Peru,2021,"6,503 kWh","2,380 kWh",177 kWh,"3,946 kWh",68 kWh,141 kWh,"6,503 kWh","2,909 kWh","2,478 kWh"
1731,Philippines,2021,"4,192 kWh",282 kWh,"1,932 kWh","1,978 kWh",35 kWh,31 kWh,"4,192 kWh",600 kWh,215 kWh
1732,Poland,2021,"29,475 kWh","5,841 kWh","13,813 kWh","9,822 kWh",269 kWh,"1,109 kWh","29,475 kWh","2,526 kWh",160 kWh
1733,Portugal,2021,"17,259 kWh","5,647 kWh",221 kWh,"11,391 kWh",569 kWh,"3,361 kWh","17,259 kWh","8,626 kWh","3,028 kWh"
1734,Qatar,2021,"199,252 kWh","148,851 kWh",11 kWh,"50,390 kWh",8 kWh,0 kWh,"199,252 kWh",,
1735,Romania,2021,"14,744 kWh","5,985 kWh","2,438 kWh","6,320 kWh",231 kWh,890 kWh,"14,744 kWh","3,826 kWh","2,357 kWh"
1736,Russia,2021,"52,431 kWh","32,709 kWh","6,559 kWh","13,164 kWh",42 kWh,47 kWh,"52,431 kWh","3,991 kWh","3,869 kWh"
1737,Saudi Arabia,2021,"83,041 kWh","31,839 kWh",36 kWh,"51,167 kWh",60 kWh,0 kWh,"83,041 kWh",,
1738,Singapore,2021,"152,759 kWh","22,474 kWh",909 kWh,"129,377 kWh",175 kWh,0 kWh,"152,759 kWh",,
1739,Slovakia,2021,"24,795 kWh","9,716 kWh","6,004 kWh","9,075 kWh",322 kWh,2 kWh,"24,795 kWh","3,791 kWh","2,045 kWh"
1740,Slovenia,2021,"22,047 kWh","4,250 kWh","5,090 kWh","12,707 kWh",559 kWh,7 kWh,"22,047 kWh","7,369 kWh","5,818 kWh"
1741,South Africa,2021,"22,062 kWh",777 kWh,"16,416 kWh","4,869 kWh",299 kWh,381 kWh,"22,062 kWh",808 kWh,89 kWh
1742,South Korea,2021,"57,246 kWh","12,041 kWh","16,275 kWh","28,930 kWh","1,248 kWh",161 kWh,"57,246 kWh","2,430 kWh",154 kWh
1743,Spain,2021,"22,158 kWh","7,228 kWh",752 kWh,"14,177 kWh","1,493 kWh","3,420 kWh","22,158 kWh","7,343 kWh","1,632 kWh"
1744,Sri Lanka,2021,,,863 kWh,"2,980 kWh",106 kWh,59 kWh,,"1,042 kWh",862 kWh
1745,Sweden,2021,"16,142 kWh","1,017 kWh","1,828 kWh","13,297 kWh",377 kWh,"6,777 kWh","16,142 kWh","31,339 kWh","18,448 kWh"
1746,Switzerland,2021,"16,161 kWh","4,147 kWh",118 kWh,"11,896 kWh",856 kWh,44 kWh,"16,161 kWh","12,854 kWh","11,010 kWh"
1747,Taiwan,2021,"53,300 kWh","11,438 kWh","19,520 kWh","22,343 kWh",874 kWh,242 kWh,"53,300 kWh","1,765 kWh",380 kWh
1748,Thailand,2021,"18,025 kWh","6,566 kWh","3,035 kWh","8,425 kWh",182 kWh,129 kWh,"18,025 kWh","1,400 kWh",166 kWh
1749,Trinidad and Tobago,2021,"111,042 kWh","102,271 kWh",0 kWh,"8,771 kWh",10 kWh,0 kWh,"111,042 kWh",10 kWh,0 kWh
1750,Turkey,2021,"19,063 kWh","6,760 kWh","5,689 kWh","6,613 kWh",430 kWh,970 kWh,"19,063 kWh","3,754 kWh","1,726 kWh"
1751,Turkmenistan,2021,,"57,961 kWh",,"12,899 kWh",3 kWh,0 kWh,,5 kWh,2 kWh
1752,USSR,2021,,,,,,,,,
1753,Ukraine,2021,"15,175 kWh","6,261 kWh","6,085 kWh","2,829 kWh",380 kWh,235 kWh,"15,175 kWh","1,313 kWh",626 kWh
1754,United Arab Emirates,2021,"135,254 kWh","75,560 kWh","2,937 kWh","56,757 kWh","1,747 kWh",0 kWh,"135,254 kWh",,
1755,United Kingdom,2021,"22,673 kWh","11,567 kWh",978 kWh,"10,127 kWh",472 kWh,"2,515 kWh","22,673 kWh","5,331 kWh",214 kWh
1756,United States,2021,"62,785 kWh","24,801 kWh","8,715 kWh","29,268 kWh","1,290 kWh","2,966 kWh","62,785 kWh","8,089 kWh","1,933 kWh"
1757,Uzbekistan,2021,"16,164 kWh","13,651 kWh",757 kWh,"1,756 kWh",4 kWh,0 kWh,"16,164 kWh",389 kWh,385 kWh
1758,Venezuela,2021,"14,389 kWh","9,950 kWh",17 kWh,"4,422 kWh",0 kWh,2 kWh,"14,389 kWh","6,297 kWh","6,295 kWh"
1759,Vietnam,2021,"9,576 kWh",739 kWh,"6,146 kWh","2,691 kWh",692 kWh,64 kWh,"9,576 kWh","2,800 kWh","2,038 kWh"
1760,Algeria,2022,"15,207 kWh","9,860 kWh",33 kWh,"5,314 kWh",40 kWh,1 kWh,"15,207 kWh",45 kWh,4 kWh
1761,Argentina,2022,"18,765 kWh","10,038 kWh",316 kWh,"8,411 kWh",168 kWh,811 kWh,"18,765 kWh","2,819 kWh","1,369 kWh"
1762,Australia,2022,"54,286 kWh","15,902 kWh","16,456 kWh","21,929 kWh","3,868 kWh","3,152 kWh","54,286 kWh","9,173 kWh","1,705 kWh"
1763,Austria,2022,"27,059 kWh","8,851 kWh","3,165 kWh","15,043 kWh",939 kWh,"2,113 kWh","27,059 kWh","15,626 kWh","10,364 kWh"
1764,Azerbaijan,2022,"18,279 kWh","11,683 kWh",0 kWh,"6,595 kWh",15 kWh,21 kWh,"18,279 kWh",469 kWh,401 kWh
1765,Bangladesh,2022,"2,890 kWh","1,706 kWh",292 kWh,893 kWh,10 kWh,0 kWh,"2,890 kWh",22 kWh,12 kWh
1766,Belarus,2022,"29,592 kWh","19,363 kWh","1,124 kWh","9,105 kWh",78 kWh,50 kWh,"29,592 kWh",310 kWh,94 kWh
1767,Belgium,2022,"42,769 kWh","12,486 kWh","2,745 kWh","27,539 kWh","1,514 kWh","2,663 kWh","42,769 kWh","6,240 kWh",71 kWh
1768,Brazil,2022,"8,700 kWh","1,485 kWh",755 kWh,"6,459 kWh",365 kWh,988 kWh,"8,700 kWh","8,431 kWh","5,172 kWh"
1769,Bulgaria,2022,"23,790 kWh","3,986 kWh","10,727 kWh","9,077 kWh",770 kWh,576 kWh,"23,790 kWh","4,318 kWh","1,448 kWh"
1770,Canada,2022,"65,240 kWh","31,629 kWh","2,789 kWh","30,822 kWh",408 kWh,"2,544 kWh","65,240 kWh","31,284 kWh","27,013 kWh"
1771,Chile,2022,"18,218 kWh","3,805 kWh","3,120 kWh","11,292 kWh","1,923 kWh","1,246 kWh","18,218 kWh","7,125 kWh","2,959 kWh"
1772,China,2022,"25,344 kWh","2,635 kWh","17,224 kWh","5,485 kWh",782 kWh,"1,395 kWh","25,344 kWh","4,974 kWh","2,383 kWh"
1773,Colombia,2022,"8,122 kWh","2,426 kWh",549 kWh,"5,147 kWh",25 kWh,4 kWh,"8,122 kWh","3,624 kWh","3,234 kWh"
1774,Croatia,2022,"17,150 kWh","6,046 kWh","1,187 kWh","9,917 kWh",104 kWh,"1,487 kWh","17,150 kWh","6,318 kWh","3,507 kWh"
1775,Cyprus,2022,,,304 kWh,"22,949 kWh","1,335 kWh",467 kWh,,,
1776,Czechia,2022,"33,562 kWh","7,029 kWh","15,589 kWh","10,943 kWh",570 kWh,159 kWh,"33,562 kWh","3,285 kWh",520 kWh
1777,Denmark,2022,"18,339 kWh","2,888 kWh","2,039 kWh","13,412 kWh",859 kWh,"8,422 kWh","18,339 kWh","13,859 kWh",6 kWh
1778,Ecuador,2022,"8,489 kWh",305 kWh,44 kWh,"8,139 kWh",6 kWh,9 kWh,"8,489 kWh","3,661 kWh","3,568 kWh"
1779,Egypt,2022,"9,397 kWh","5,473 kWh",129 kWh,"3,795 kWh",118 kWh,121 kWh,"9,397 kWh",563 kWh,324 kWh
1780,Estonia,2022,"39,406 kWh","2,731 kWh","25,660 kWh","11,015 kWh","1,164 kWh","1,300 kWh","39,406 kWh","7,099 kWh",46 kWh
1781,Finland,2022,"24,869 kWh","1,954 kWh","6,124 kWh","16,791 kWh",148 kWh,"5,601 kWh","24,869 kWh","22,700 kWh","6,428 kWh"
1782,France,2022,"19,372 kWh","5,937 kWh",920 kWh,"12,514 kWh",812 kWh,"1,533 kWh","19,372 kWh","5,271 kWh","1,799 kWh"
1783,Germany,2022,"31,225 kWh","9,271 kWh","7,763 kWh","14,191 kWh","1,901 kWh","3,918 kWh","31,225 kWh","8,711 kWh",547 kWh
1784,Greece,2022,"24,361 kWh","5,967 kWh","1,927 kWh","16,467 kWh","1,796 kWh","2,731 kWh","24,361 kWh","6,049 kWh","1,142 kWh"
