Country,Year,Fossil fuels,Gas,Coal,Oil,Solar,Wind,Renewables,Hydropower
Poland,2019,"1,102 TWh",208.89 TWh,516.08 TWh,376.98 TWh,2 TWh,40 TWh,83 TWh,5 TWh
Portugal,2019,216 TWh,61.35 TWh,14.52 TWh,139.80 TWh,4 TWh,36 TWh,77 TWh,23 TWh
Qatar,2019,584 TWh,418.73 TWh,0.41 TWh,164.43 TWh,0 TWh,0 TWh,,
Romania,2019,289 TWh,107.75 TWh,57.78 TWh,123.75 TWh,5 TWh,18 TWh,70 TWh,41 TWh
Russia,2019,"7,331 TWh","4,443.13 TWh",990.76 TWh,"1,896.77 TWh",3 TWh,1 TWh,519 TWh,512 TWh
Saudi Arabia,2019,"2,973 TWh","1,111.50 TWh",1.17 TWh,"1,860.05 TWh",1 TWh,0 TWh,,
Singapore,2019,928 TWh,125.49 TWh,5.33 TWh,797.00 TWh,1 TWh,0 TWh,,
Slovakia,2019,126 TWh,47.52 TWh,31.43 TWh,47.02 TWh,2 TWh,0 TWh,20 TWh,11 TWh
Slovenia,2019,51 TWh,8.57 TWh,12.19 TWh,30.07 TWh,1 TWh,0 TWh,15 TWh,12 TWh
South Africa,2019,"1,414 TWh",42.61 TWh,"1,044.75 TWh",326.56 TWh,13 TWh,17 TWh,34 TWh,2 TWh
South Korea,2019,"3,003 TWh",560.34 TWh,955.37 TWh,"1,486.99 TWh",37 TWh,7 TWh,94 TWh,7 TWh
Spain,2019,"1,167 TWh",359.74 TWh,58.98 TWh,748.73 TWh,40 TWh,140 TWh,277 TWh,59 TWh
Sri Lanka,2019,,,16.30 TWh,76.08 TWh,1 TWh,1 TWh,15 TWh,13 TWh
Sweden,2019,198 TWh,10.20 TWh,22.85 TWh,164.63 TWh,2 TWh,52 TWh,285 TWh,172 TWh
Switzerland,2019,158 TWh,34.06 TWh,1.06 TWh,123.38 TWh,6 TWh,0 TWh,113 TWh,99 TWh
Taiwan,2019,"1,226 TWh",232.60 TWh,464.16 TWh,529.50 TWh,11 TWh,5 TWh,37 TWh,15 TWh
Thailand,2019,"1,377 TWh",509.40 TWh,198.45 TWh,668.80 TWh,14 TWh,10 TWh,106 TWh,17 TWh
Trinidad and Tobago,2019,188 TWh,174.73 TWh,0.00 TWh,13.29 TWh,0 TWh,0 TWh,0 TWh,0 TWh
Turkey,2019,"1,479 TWh",433.61 TWh,487.53 TWh,558.26 TWh,24 TWh,57 TWh,355 TWh,234 TWh
Turkmenistan,2019,,277.47 TWh,,79.45 TWh,0 TWh,0 TWh,0 TWh,0 TWh
USSR,2019,,,,,,,,
Ukraine,2019,715 TWh,282.98 TWh,303.26 TWh,128.97 TWh,8 TWh,5 TWh,33 TWh,17 TWh
United Arab Emirates,2019,"1,233 TWh",696.67 TWh,20.67 TWh,515.48 TWh,10 TWh,0 TWh,,
United Kingdom,2019,"1,699 TWh",776.78 TWh,69.04 TWh,853.57 TWh,33 TWh,168 TWh,355 TWh,16 TWh
United States,2019,"21,944 TWh","8,510.00 TWh","3,150.46 TWh","10,283.93 TWh",285 TWh,788 TWh,"2,475 TWh",752 TWh
Uzbekistan,2019,518 TWh,445.98 TWh,20.91 TWh,50.64 TWh,0 TWh,0 TWh,17 TWh,17 TWh
Venezuela,2019,449 TWh,255.76 TWh,0.75 TWh,192.91 TWh,0 TWh,0 TWh,166 TWh,166 TWh
Vietnam,2019,"1,014 TWh",98.43 TWh,580.66 TWh,334.76 TWh,14 TWh,2 TWh,192 TWh,175 TWh
Algeria,2020,647 TWh,433.50 TWh,1.52 TWh,211.93 TWh,2 TWh,0 TWh,2 TWh,0 TWh
Argentina,2020,738 TWh,439.31 TWh,10.02 TWh,288.20 TWh,4 TWh,25 TWh,107 TWh,62 TWh
Australia,2020,"1,415 TWh",424.93 TWh,468.04 TWh,522.16 TWh,63 TWh,59 TWh,172 TWh,38 TWh
Austria,2020,248 TWh,85.27 TWh,29.03 TWh,133.63 TWh,5 TWh,18 TWh,153 TWh,110 TWh
Azerbaijan,2020,180 TWh,123.67 TWh,0.00 TWh,55.93 TWh,0 TWh,0 TWh,4 TWh,3 TWh
Bangladesh,2020,454 TWh,299.15 TWh,52.35 TWh,102.68 TWh,1 TWh,0 TWh,3 TWh,2 TWh
Belarus,2020,283 TWh,177.51 TWh,9.73 TWh,95.69 TWh,0 TWh,0 TWh,3 TWh,1 TWh
Belgium,2020,505 TWh,169.98 TWh,27.96 TWh,307.18 TWh,13 TWh,34 TWh,72 TWh,1 TWh
Brazil,2020,"1,706 TWh",314.24 TWh,163.13 TWh,"1,228.75 TWh",28 TWh,150 TWh,"1,653 TWh","1,041 TWh"
Bulgaria,2020,131 TWh,29.21 TWh,48.34 TWh,53.38 TWh,4 TWh,4 TWh,23 TWh,7 TWh
Canada,2020,"2,388 TWh","1,136.41 TWh",148.41 TWh,"1,103.03 TWh",11 TWh,94 TWh,"1,174 TWh","1,015 TWh"
Chile,2020,328 TWh,62.35 TWh,73.15 TWh,192.56 TWh,20 TWh,15 TWh,114 TWh,57 TWh
China,2020,"34,753 TWh","3,366.17 TWh","23,402.55 TWh","7,984.45 TWh",686 TWh,"1,225 TWh","5,838 TWh","3,471 TWh"
Colombia,2020,364 TWh,131.23 TWh,47.48 TWh,185.18 TWh,1 TWh,0 TWh,149 TWh,131 TWh
Croatia,2020,68 TWh,29.37 TWh,4.20 TWh,34.05 TWh,0 TWh,5 TWh,24 TWh,15 TWh
Cyprus,2020,,,0.16 TWh,26.23 TWh,1 TWh,1 TWh,,
Czechia,2020,333 TWh,84.62 TWh,145.44 TWh,102.48 TWh,6 TWh,2 TWh,34 TWh,6 TWh
Denmark,2020,103 TWh,23.23 TWh,9.31 TWh,70.73 TWh,3 TWh,43 TWh,68 TWh,0 TWh
Ecuador,2020,117 TWh,5.52 TWh,0.28 TWh,110.83 TWh,0 TWh,0 TWh,66 TWh,64 TWh
Egypt,2020,919 TWh,583.08 TWh,8.73 TWh,327.34 TWh,12 TWh,14 TWh,65 TWh,39 TWh
Estonia,2020,50 TWh,4.30 TWh,29.11 TWh,16.43 TWh,0 TWh,2 TWh,9 TWh,0 TWh
Finland,2020,150 TWh,20.72 TWh,31.48 TWh,98.08 TWh,1 TWh,21 TWh,104 TWh,42 TWh
France,2020,"1,203 TWh",405.83 TWh,52.28 TWh,744.66 TWh,34 TWh,104 TWh,360 TWh,162 TWh
Germany,2020,"2,558 TWh",871.07 TWh,514.87 TWh,"1,172.28 TWh",130 TWh,347 TWh,727 TWh,48 TWh
Greece,2020,228 TWh,63.43 TWh,21.29 TWh,143.46 TWh,12 TWh,24 TWh,49 TWh,9 TWh
Hong Kong,2020,257 TWh,49.44 TWh,38.23 TWh,169.68 TWh,0 TWh,0 TWh,1 TWh,0 TWh
Hungary,2020,211 TWh,101.93 TWh,19.59 TWh,89.38 TWh,6 TWh,2 TWh,19 TWh,1 TWh
Iceland,2020,,,0.00 TWh,7.31 TWh,0 TWh,0 TWh,50 TWh,35 TWh
India,2020,"7,839 TWh",603.60 TWh,"4,714.67 TWh","2,520.25 TWh",154 TWh,159 TWh,870 TWh,430 TWh
Indonesia,2020,"1,891 TWh",375.18 TWh,765.38 TWh,750.04 TWh,0 TWh,1 TWh,222 TWh,64 TWh
Iran,2020,"3,297 TWh","2,367.67 TWh",21.42 TWh,908.09 TWh,2 TWh,3 TWh,66 TWh,61 TWh
Iraq,2020,,184.87 TWh,,356.29 TWh,1 TWh,0 TWh,12 TWh,11 TWh
Ireland,2020,138 TWh,53.08 TWh,10.06 TWh,75.18 TWh,0 TWh,30 TWh,38 TWh,2 TWh
Israel,2020,273 TWh,112.98 TWh,50.47 TWh,109.86 TWh,11 TWh,0 TWh,12 TWh,0 TWh
Italy,2020,"1,321 TWh",676.25 TWh,59.25 TWh,585.49 TWh,66 TWh,49 TWh,331 TWh,125 TWh
Japan,2020,"4,118 TWh","1,041.28 TWh","1,270.75 TWh","1,806.01 TWh",197 TWh,21 TWh,537 TWh,203 TWh
Kazakhstan,2020,720 TWh,176.56 TWh,379.29 TWh,164.21 TWh,3 TWh,3 TWh,31 TWh,25 TWh
Kuwait,2020,397 TWh,179.14 TWh,0.36 TWh,217.71 TWh,0 TWh,0 TWh,,
Latvia,2020,30 TWh,10.73 TWh,0.28 TWh,19.21 TWh,0 TWh,0 TWh,11 TWh,7 TWh
Lithuania,2020,62 TWh,23.60 TWh,1.80 TWh,36.59 TWh,0 TWh,4 TWh,8 TWh,1 TWh
Luxembourg,2020,36 TWh,7.23 TWh,0.45 TWh,28.42 TWh,0 TWh,1 TWh,4 TWh,0 TWh
Malaysia,2020,"1,104 TWh",436.14 TWh,288.09 TWh,379.55 TWh,5 TWh,0 TWh,91 TWh,73 TWh
Mexico,2020,"1,850 TWh",945.19 TWh,66.49 TWh,838.37 TWh,42 TWh,52 TWh,186 TWh,71 TWh
Morocco,2020,222 TWh,7.87 TWh,77.80 TWh,136.37 TWh,4 TWh,12 TWh,18 TWh,2 TWh
Netherlands,2020,878 TWh,360.50 TWh,47.81 TWh,469.78 TWh,23 TWh,40 TWh,100 TWh,0 TWh
New Zealand,2020,146 TWh,45.73 TWh,16.41 TWh,84.16 TWh,0 TWh,6 TWh,94 TWh,64 TWh
North Macedonia,2020,23 TWh,3.25 TWh,8.17 TWh,11.74 TWh,0 TWh,0 TWh,4 TWh,3 TWh
Norway,2020,157 TWh,44.11 TWh,8.98 TWh,104.11 TWh,0 TWh,26 TWh,402 TWh,370 TWh
Oman,2020,358 TWh,259.16 TWh,1.12 TWh,97.99 TWh,1 TWh,0 TWh,,
Pakistan,2020,837 TWh,411.60 TWh,181.75 TWh,243.72 TWh,2 TWh,7 TWh,116 TWh,105 TWh
Peru,2020,185 TWh,71.30 TWh,5.95 TWh,107.50 TWh,2 TWh,5 TWh,94 TWh,80 TWh
Philippines,2020,451 TWh,38.43 TWh,204.06 TWh,208.20 TWh,4 TWh,3 TWh,61 TWh,19 TWh
Poland,2020,"1,046 TWh",210.65 TWh,478.41 TWh,357.00 TWh,5 TWh,41 TWh,88 TWh,6 TWh
Portugal,2020,181 TWh,60.37 TWh,6.58 TWh,114.37 TWh,5 TWh,32 TWh,84 TWh,32 TWh
Qatar,2020,508 TWh,385.00 TWh,0.07 TWh,122.60 TWh,0 TWh,0 TWh,,
Romania,2020,271 TWh,112.63 TWh,41.72 TWh,116.17 TWh,5 TWh,18 TWh,70 TWh,40 TWh
Russia,2020,"6,961 TWh","4,234.83 TWh",914.23 TWh,"1,811.98 TWh",5 TWh,3 TWh,570 TWh,558 TWh
Saudi Arabia,2020,"2,890 TWh","1,130.50 TWh",1.03 TWh,"1,758.84 TWh",1 TWh,0 TWh,,
Singapore,2020,909 TWh,125.98 TWh,5.04 TWh,777.65 TWh,1 TWh,0 TWh,,
Slovakia,2020,121 TWh,47.55 TWh,26.94 TWh,46.98 TWh,2 TWh,0 TWh,21 TWh,12 TWh
Slovenia,2020,45 TWh,8.55 TWh,11.74 TWh,25.17 TWh,1 TWh,0 TWh,16 TWh,13 TWh
South Africa,2020,"1,323 TWh",39.71 TWh,"1,015.70 TWh",267.77 TWh,15 TWh,17 TWh,38 TWh,4 TWh
South Korea,2020,"2,821 TWh",575.37 TWh,840.16 TWh,"1,405.68 TWh",51 TWh,8 TWh,109 TWh,10 TWh
Spain,2020,974 TWh,324.90 TWh,34.39 TWh,615.08 TWh,54 TWh,148 TWh,318 TWh,80 TWh
Sri Lanka,2020,,,19.58 TWh,69.89 TWh,2 TWh,1 TWh,16 TWh,13 TWh
Sweden,2020,176 TWh,9.92 TWh,18.93 TWh,146.98 TWh,3 TWh,72 TWh,316 TWh,190 TWh
Switzerland,2020,137 TWh,33.15 TWh,1.02 TWh,102.92 TWh,7 TWh,0 TWh,114 TWh,98 TWh
Taiwan,2020,"1,191 TWh",248.84 TWh,433.83 TWh,508.67 TWh,16 TWh,6 TWh,36 TWh,8 TWh
Thailand,2020,"1,281 TWh",468.53 TWh,212.18 TWh,599.84 TWh,13 TWh,8 TWh,99 TWh,12 TWh
Trinidad and Tobago,2020,165 TWh,151.86 TWh,0.00 TWh,13.30 TWh,0 TWh,0 TWh,0 TWh,0 TWh
Turkey,2020,"1,460 TWh",462.10 TWh,472.37 TWh,525.18 TWh,29 TWh,65 TWh,344 TWh,205 TWh
Turkmenistan,2020,,342.53 TWh,,80.14 TWh,0 TWh,0 TWh,0 TWh,0 TWh
USSR,2020,,,,,,,,
Ukraine,2020,681 TWh,293.39 TWh,265.71 TWh,121.78 TWh,14 TWh,9 TWh,46 TWh,20 TWh
United Arab Emirates,2020,"1,153 TWh",647.29 TWh,24.81 TWh,481.06 TWh,14 TWh,0 TWh,,
United Kingdom,2020,"1,452 TWh",731.34 TWh,63.38 TWh,657.66 TWh,34 TWh,199 TWh,394 TWh,18 TWh
United States,2020,"19,917 TWh","8,328.87 TWh","2,556.18 TWh","9,032.40 TWh",347 TWh,896 TWh,"2,590 TWh",743 TWh
Uzbekistan,2020,519 TWh,435.84 TWh,28.66 TWh,54.11 TWh,0 TWh,0 TWh,13 TWh,13 TWh
Venezuela,2020,328 TWh,215.61 TWh,0.53 TWh,112.35 TWh,0 TWh,0 TWh,177 TWh,176 TWh
Vietnam,2020,980 TWh,88.39 TWh,609.74 TWh,282.36 TWh,29 TWh,3 TWh,224 TWh,193 TWh
Algeria,2021,701 TWh,477.01 TWh,3.11 TWh,221.16 TWh,2 TWh,0 TWh,2 TWh,0 TWh
Argentina,2021,831 TWh,459.34 TWh,14.05 TWh,358.10 TWh,6 TWh,34 TWh,109 TWh,51 TWh
Australia,2021,"1,387 TWh",399.09 TWh,452.44 TWh,535.70 TWh,82 TWh,70 TWh,205 TWh,42 TWh
Austria,2021,258 TWh,90.14 TWh,29.93 TWh,137.92 TWh,7 TWh,18 TWh,146 TWh,101 TWh
Azerbaijan,2021,192 TWh,128.17 TWh,0.00 TWh,63.47 TWh,0 TWh,0 TWh,4 TWh,3 TWh
Bangladesh,2021,476 TWh,305.96 TWh,42.31 TWh,127.86 TWh,2 TWh,0 TWh,3 TWh,2 TWh
Belarus,2021,288 TWh,187.62 TWh,9.90 TWh,90.81 TWh,0 TWh,0 TWh,3 TWh,1 TWh
Belgium,2021,542 TWh,169.61 TWh,30.95 TWh,341.00 TWh,15 TWh,31 TWh,70 TWh,1 TWh
Brazil,2021,"1,930 TWh",404.46 TWh,197.91 TWh,"1,327.64 TWh",44 TWh,189 TWh,"1,604 TWh",949 TWh
Bulgaria,2021,150 TWh,33.02 TWh,60.91 TWh,56.08 TWh,4 TWh,4 TWh,30 TWh,13 TWh
Canada,2021,"2,450 TWh","1,169.73 TWh",138.16 TWh,"1,142.54 TWh",14 TWh,91 TWh,"1,162 TWh","1,002 TWh"
Chile,2021,361 TWh,68.23 TWh,81.11 TWh,211.37 TWh,28 TWh,20 TWh,116 TWh,47 TWh
China,2021,"36,319 TWh","3,802.68 TWh","24,315.47 TWh","8,200.55 TWh",856 TWh,"1,716 TWh","6,531 TWh","3,402 TWh"
Colombia,2021,396 TWh,126.27 TWh,31.46 TWh,238.47 TWh,1 TWh,0 TWh,178 TWh,158 TWh
Croatia,2021,69 TWh,28.25 TWh,4.83 TWh,35.99 TWh,0 TWh,5 TWh,29 TWh,19 TWh
Cyprus,2021,,,0.48 TWh,27.05 TWh,1 TWh,1 TWh,,
Czechia,2021,354 TWh,90.69 TWh,150.81 TWh,112.96 TWh,6 TWh,2 TWh,35 TWh,6 TWh
Denmark,2021,112 TWh,23.69 TWh,12.40 TWh,75.79 TWh,3 TWh,42 TWh,76 TWh,0 TWh
Ecuador,2021,144 TWh,5.82 TWh,0.55 TWh,137.17 TWh,0 TWh,0 TWh,69 TWh,67 TWh
Egypt,2021,988 TWh,621.67 TWh,14.11 TWh,352.66 TWh,13 TWh,14 TWh,65 TWh,37 TWh
Estonia,2021,52 TWh,4.86 TWh,31.76 TWh,15.86 TWh,1 TWh,2 TWh,9 TWh,0 TWh
Finland,2021,146 TWh,20.78 TWh,33.97 TWh,91.67 TWh,1 TWh,21 TWh,114 TWh,41 TWh
France,2021,"1,304 TWh",430.41 TWh,63.31 TWh,810.63 TWh,40 TWh,96 TWh,354 TWh,154 TWh
Germany,2021,"2,700 TWh",917.32 TWh,621.93 TWh,"1,160.50 TWh",129 TWh,300 TWh,676 TWh,51 TWh
Greece,2021,242 TWh,69.80 TWh,19.91 TWh,152.00 TWh,14 TWh,27 TWh,61 TWh,15 TWh
Hong Kong,2021,243 TWh,48.25 TWh,42.46 TWh,151.85 TWh,0 TWh,0 TWh,1 TWh,0 TWh
Hungary,2021,221 TWh,108.10 TWh,15.95 TWh,97.12 TWh,10 TWh,2 TWh,23 TWh,1 TWh
Iceland,2021,,,0.00 TWh,7.20 TWh,0 TWh,0 TWh,51 TWh,36 TWh
India,2021,"8,549 TWh",620.86 TWh,"5,359.93 TWh","2,568.60 TWh",179 TWh,178 TWh,925 TWh,420 TWh
Indonesia,2021,"1,915 TWh",370.81 TWh,763.23 TWh,780.86 TWh,1 TWh,1 TWh,240 TWh,65 TWh
Iran,2021,"3,308 TWh","2,364.65 TWh",19.57 TWh,924.24 TWh,2 TWh,3 TWh,44 TWh,39 TWh
Iraq,2021,,168.47 TWh,,399.37 TWh,1 TWh,0 TWh,10 TWh,9 TWh
Ireland,2021,146 TWh,50.96 TWh,13.72 TWh,81.76 TWh,0 TWh,26 TWh,33 TWh,2 TWh
Israel,2021,275 TWh,116.59 TWh,43.97 TWh,114.40 TWh,14 TWh,0 TWh,15 TWh,0 TWh
Italy,2021,"1,441 TWh",723.74 TWh,65.18 TWh,652.07 TWh,66 TWh,55 TWh,320 TWh,119 TWh
Japan,2021,"4,241 TWh","1,036.12 TWh","1,369.47 TWh","1,834.93 TWh",242 TWh,22 TWh,590 TWh,208 TWh
Kazakhstan,2021,782 TWh,216.17 TWh,389.99 TWh,175.65 TWh,4 TWh,5 TWh,33 TWh,24 TWh
Kuwait,2021,416 TWh,197.58 TWh,0.75 TWh,217.89 TWh,1 TWh,0 TWh,,
Latvia,2021,32 TWh,11.59 TWh,0.22 TWh,19.81 TWh,0 TWh,0 TWh,11 TWh,7 TWh
Lithuania,2021,61 TWh,22.28 TWh,2.16 TWh,36.98 TWh,0 TWh,4 TWh,9 TWh,1 TWh
Luxembourg,2021,39 TWh,7.79 TWh,0.49 TWh,30.60 TWh,0 TWh,1 TWh,4 TWh,0 TWh
Malaysia,2021,"1,169 TWh",494.48 TWh,262.45 TWh,411.58 TWh,7 TWh,0 TWh,104 TWh,81 TWh
Mexico,2021,"1,971 TWh",973.33 TWh,55.13 TWh,942.95 TWh,53 TWh,55 TWh,218 TWh,91 TWh
Morocco,2021,248 TWh,7.90 TWh,85.42 TWh,154.73 TWh,5 TWh,13 TWh,20 TWh,2 TWh
Netherlands,2021,884 TWh,348.92 TWh,65.03 TWh,470.25 TWh,30 TWh,47 TWh,121 TWh,0 TWh
New Zealand,2021,141 TWh,38.74 TWh,18.39 TWh,83.84 TWh,1 TWh,7 TWh,95 TWh,63 TWh
North Macedonia,2021,24 TWh,4.11 TWh,7.09 TWh,12.77 TWh,0 TWh,0 TWh,4 TWh,4 TWh
Norway,2021,158 TWh,42.16 TWh,9.79 TWh,105.70 TWh,0 TWh,31 TWh,411 TWh,375 TWh
Oman,2021,392 TWh,279.67 TWh,0.98 TWh,110.86 TWh,2 TWh,0 TWh,,
Pakistan,2021,933 TWh,448.92 TWh,200.76 TWh,283.12 TWh,2 TWh,9 TWh,112 TWh,98 TWh
Peru,2021,219 TWh,80.23 TWh,5.98 TWh,133.05 TWh,2 TWh,5 TWh,98 TWh,84 TWh
Philippines,2021,477 TWh,32.08 TWh,219.96 TWh,225.30 TWh,4 TWh,4 TWh,68 TWh,24 TWh
Poland,2021,"1,129 TWh",223.74 TWh,529.15 TWh,376.24 TWh,10 TWh,42 TWh,97 TWh,6 TWh
Portugal,2021,178 TWh,58.11 TWh,2.27 TWh,117.21 TWh,6 TWh,35 TWh,89 TWh,31 TWh
Qatar,2021,536 TWh,400.15 TWh,0.03 TWh,135.46 TWh,0 TWh,0 TWh,,
Romania,2021,285 TWh,115.69 TWh,47.13 TWh,122.16 TWh,4 TWh,17 TWh,74 TWh,46 TWh
Russia,2021,"7,608 TWh","4,746.14 TWh",951.68 TWh,"1,910.10 TWh",6 TWh,7 TWh,579 TWh,561 TWh
Saudi Arabia,2021,"2,985 TWh","1,144.61 TWh",1.28 TWh,"1,839.47 TWh",2 TWh,0 TWh,,
Singapore,2021,908 TWh,133.52 TWh,5.40 TWh,768.63 TWh,1 TWh,0 TWh,,
Slovakia,2021,135 TWh,52.93 TWh,32.70 TWh,49.44 TWh,2 TWh,0 TWh,21 TWh,11 TWh
Slovenia,2021,47 TWh,9.01 TWh,10.79 TWh,26.93 TWh,1 TWh,0 TWh,16 TWh,12 TWh
South Africa,2021,"1,310 TWh",46.14 TWh,974.98 TWh,289.17 TWh,18 TWh,23 TWh,48 TWh,5 TWh
South Korea,2021,"2,967 TWh",624.07 TWh,843.54 TWh,"1,499.43 TWh",65 TWh,8 TWh,126 TWh,8 TWh
Spain,2021,"1,052 TWh",343.24 TWh,35.73 TWh,673.23 TWh,71 TWh,162 TWh,349 TWh,78 TWh
Sri Lanka,2021,,,18.78 TWh,64.88 TWh,2 TWh,1 TWh,23 TWh,19 TWh
Sweden,2021,169 TWh,10.65 TWh,19.14 TWh,139.18 TWh,4 TWh,71 TWh,328 TWh,193 TWh
Switzerland,2021,140 TWh,36.04 TWh,1.03 TWh,103.39 TWh,7 TWh,0 TWh,112 TWh,96 TWh
Taiwan,2021,"1,272 TWh",272.90 TWh,465.73 TWh,533.10 TWh,21 TWh,6 TWh,42 TWh,9 TWh
Thailand,2021,"1,291 TWh",470.14 TWh,217.27 TWh,603.23 TWh,13 TWh,9 TWh,100 TWh,12 TWh
Trinidad and Tobago,2021,169 TWh,156.03 TWh,0.00 TWh,13.38 TWh,0 TWh,0 TWh,0 TWh,0 TWh
Turkey,2021,"1,616 TWh",573.10 TWh,482.32 TWh,560.65 TWh,36 TWh,82 TWh,318 TWh,146 TWh
Turkmenistan,2021,,367.58 TWh,,81.81 TWh,0 TWh,0 TWh,0 TWh,0 TWh
USSR,2021,,,,,,,,
Ukraine,2021,661 TWh,272.57 TWh,264.88 TWh,123.14 TWh,17 TWh,10 TWh,57 TWh,27 TWh
United Arab Emirates,2021,"1,267 TWh",707.63 TWh,27.51 TWh,531.53 TWh,16 TWh,0 TWh,,
United Kingdom,2021,"1,525 TWh",778.27 TWh,65.81 TWh,681.39 TWh,32 TWh,169 TWh,359 TWh,14 TWh
United States,2021,"21,158 TWh","8,358.03 TWh","2,936.89 TWh","9,863.40 TWh",435 TWh,"1,000 TWh","2,726 TWh",651 TWh
Uzbekistan,2021,551 TWh,465.26 TWh,25.81 TWh,59.83 TWh,0 TWh,0 TWh,13 TWh,13 TWh
Venezuela,2021,406 TWh,280.59 TWh,0.47 TWh,124.71 TWh,0 TWh,0 TWh,178 TWh,178 TWh
Vietnam,2021,933 TWh,71.99 TWh,599.07 TWh,262.30 TWh,67 TWh,6 TWh,273 TWh,199 TWh
Algeria,2022,683 TWh,442.75 TWh,1.50 TWh,238.62 TWh,2 TWh,0 TWh,2 TWh,0 TWh
Argentina,2022,854 TWh,456.83 TWh,14.40 TWh,382.78 TWh,8 TWh,37 TWh,128 TWh,62 TWh
Australia,2022,"1,421 TWh",416.26 TWh,430.76 TWh,574.04 TWh,101 TWh,83 TWh,240 TWh,45 TWh
Austria,2022,242 TWh,79.13 TWh,28.29 TWh,134.48 TWh,8 TWh,19 TWh,140 TWh,93 TWh
Azerbaijan,2022,189 TWh,121.01 TWh,0.00 TWh,68.31 TWh,0 TWh,0 TWh,5 TWh,4 TWh
Bangladesh,2022,495 TWh,291.98 TWh,49.94 TWh,152.82 TWh,2 TWh,0 TWh,4 TWh,2 TWh
Belarus,2022,282 TWh,184.62 TWh,10.72 TWh,86.81 TWh,1 TWh,0 TWh,3 TWh,1 TWh
Belgium,2022,499 TWh,145.53 TWh,31.99 TWh,320.99 TWh,18 TWh,31 TWh,73 TWh,1 TWh
Brazil,2022,"1,873 TWh",319.76 TWh,162.66 TWh,"1,390.70 TWh",79 TWh,213 TWh,"1,815 TWh","1,114 TWh"
Bulgaria,2022,161 TWh,27.03 TWh,72.75 TWh,61.56 TWh,5 TWh,4 TWh,29 TWh,10 TWh
Canada,2022,"2,509 TWh","1,216.28 TWh",107.23 TWh,"1,185.24 TWh",16 TWh,98 TWh,"1,203 TWh","1,039 TWh"
Chile,2022,357 TWh,74.60 TWh,61.17 TWh,221.37 TWh,38 TWh,24 TWh,140 TWh,58 TWh
China,2022,"36,138 TWh","3,757.05 TWh","24,559.49 TWh","7,821.52 TWh","1,115 TWh","1,988 TWh","7,093 TWh","3,397 TWh"
Colombia,2022,421 TWh,125.85 TWh,28.49 TWh,266.99 TWh,1 TWh,0 TWh,188 TWh,168 TWh
Croatia,2022,69 TWh,24.37 TWh,4.78 TWh,39.97 TWh,0 TWh,6 TWh,25 TWh,14 TWh
Cyprus,2022,,,0.38 TWh,28.72 TWh,2 TWh,1 TWh,,
Czechia,2022,352 TWh,73.76 TWh,163.59 TWh,114.84 TWh,6 TWh,2 TWh,34 TWh,5 TWh
Denmark,2022,108 TWh,16.99 TWh,12.00 TWh,78.89 TWh,5 TWh,50 TWh,82 TWh,0 TWh
Ecuador,2022,153 TWh,5.50 TWh,0.80 TWh,146.51 TWh,0 TWh,0 TWh,66 TWh,64 TWh
Egypt,2022,"1,043 TWh",607.48 TWh,14.27 TWh,421.25 TWh,13 TWh,13 TWh,62 TWh,36 TWh
Estonia,2022,52 TWh,3.62 TWh,34.03 TWh,14.61 TWh,2 TWh,2 TWh,9 TWh,0 TWh
Finland,2022,138 TWh,10.83 TWh,33.93 TWh,93.04 TWh,1 TWh,31 TWh,126 TWh,36 TWh
France,2022,"1,252 TWh",383.72 TWh,59.46 TWh,808.75 TWh,52 TWh,99 TWh,341 TWh,116 TWh
Germany,2022,"2,603 TWh",772.90 TWh,647.22 TWh,"1,183.12 TWh",158 TWh,327 TWh,726 TWh,46 TWh
Greece,2022,253 TWh,61.97 TWh,20.01 TWh,171.01 TWh,19 TWh,28 TWh,63 TWh,12 TWh
Hong Kong,2022,217 TWh,45.15 TWh,41.77 TWh,130.57 TWh,0 TWh,0 TWh,1 TWh,0 TWh
Hungary,2022,202 TWh,91.79 TWh,13.81 TWh,96.34 TWh,12 TWh,2 TWh,24 TWh,0 TWh
Iceland,2022,,,0.00 TWh,9.83 TWh,0 TWh,0 TWh,52 TWh,37 TWh
India,2022,"8,955 TWh",581.84 TWh,"5,581.43 TWh","2,791.58 TWh",248 TWh,183 TWh,"1,053 TWh",456 TWh
Indonesia,2022,"2,438 TWh",370.15 TWh,"1,216.51 TWh",851.20 TWh,1 TWh,1 TWh,277 TWh,71 TWh
Iran,2022,"3,336 TWh","2,289.14 TWh",21.14 TWh,"1,025.34 TWh",2 TWh,3 TWh,25 TWh,19 TWh
Iraq,2022,,188.67 TWh,,442.03 TWh,1 TWh,0 TWh,10 TWh,9 TWh
Ireland,2022,151 TWh,52.00 TWh,11.81 TWh,87.69 TWh,0 TWh,30 TWh,38 TWh,2 TWh
Israel,2022,284 TWh,112.87 TWh,43.44 TWh,128.11 TWh,18 TWh,0 TWh,20 TWh,0 TWh
Italy,2022,"1,423 TWh",652.69 TWh,84.77 TWh,686.01 TWh,72 TWh,54 TWh,283 TWh,73 TWh
Japan,2022,"4,206 TWh","1,004.98 TWh","1,365.52 TWh","1,835.93 TWh",267 TWh,21 TWh,620 TWh,195 TWh
